iter	Logloss
747	0.3068465126
748	0.3066112541
749	0.3064455278
750	0.3062115571
751	0.3060599548
752	0.3058404337
753	0.305629922
754	0.3054952632
755	0.3052466756
756	0.305058797
757	0.3048049202
758	0.3046489314
759	0.3044260853
760	0.3042093513
761	0.3039516983
762	0.303567184
763	0.3031762867
764	0.3029431051
765	0.3027564447
766	0.3023640581
767	0.302253125
768	0.3019806205
769	0.301784572
770	0.3015616503
771	0.3013096215
772	0.3010734066
773	0.3008491372
774	0.3006019365
775	0.3004054997
776	0.3000578305
777	0.299909406
778	0.2997524705
779	0.2994826485
780	0.2993235602
781	0.2991068822
782	0.2989220212
783	0.2986455108
784	0.2985220931
785	0.2983605012
786	0.2981162116
787	0.2978149434
788	0.2975382832
789	0.2975155753
790	0.2973265957
791	0.2968648628
792	0.2967623286
793	0.2965748355
794	0.2963596443
795	0.2961871112
796	0.2959732481
797	0.2957852336
798	0.2955435591
799	0.2952939077
800	0.2950760424
801	0.2948857664
802	0.2947666953
803	0.2945717269
804	0.2943367063
805	0.2940301302
806	0.2937528834
807	0.2935149548
808	0.293295992
809	0.2930634721
810	0.2929986187
811	0.2925945775
812	0.2924637793
813	0.2923403675
814	0.292264861
815	0.2920977823
816	0.2919958137
817	0.2918135721
818	0.2916757642
819	0.2914178372
820	0.2912394597
821	0.29105963
822	0.2908559554
823	0.2906987948
824	0.2905798743
825	0.2903614329
826	0.2902646555
827	0.2899800384
828	0.2897178982
829	0.2894533791
830	0.2891991087
831	0.2890410271
832	0.2888012563
833	0.2886410038
834	0.2883586068
835	0.2880737605
836	0.2878566616
837	0.2877881715
838	0.2875609115
839	0.2873077337
840	0.2871802591
841	0.2868967866
842	0.2867345757
843	0.2864299546
844	0.286225036
845	0.2861885204
846	0.2860069273
847	0.2857441433
848	0.2856249445
849	0.2853933063
850	0.2852348249
851	0.2850127264
852	0.2846186963
853	0.2844428394
854	0.2841290466
855	0.2839648239
856	0.2838698114
857	0.2836280755
858	0.283347596
859	0.2830511868
860	0.2828841011
861	0.2824610971
862	0.2822439823
863	0.281951987
864	0.2818872504
865	0.2816944748
866	0.2815637089
867	0.2813865549
868	0.2811455516
869	0.2808900924
870	0.2807306543
871	0.2805142468
872	0.2803084414
873	0.2800136039
874	0.2798492521
875	0.2796624121
876	0.2795668223
877	0.2793769031
878	0.2792474842
879	0.2790229931
880	0.2788034628
881	0.2786652416
882	0.2785105638
883	0.2782910416
884	0.2780251737
885	0.2777883278
886	0.277457736
887	0.2772104839
888	0.2770274562
889	0.2768035628
890	0.2766246093
891	0.2764708198
892	0.2762122492
893	0.2759794968
894	0.2757203016
895	0.2754849822
896	0.2753170381
897	0.2752400047
898	0.2748888724
899	0.2747927438
900	0.2745067276
901	0.2742975867
902	0.2740677677
903	0.2740037525
904	0.2737974512
905	0.2734941638
906	0.2732850837
907	0.273169576
908	0.2729160532
909	0.2728374506
910	0.2727115242
911	0.2725088358
912	0.2723078975
913	0.2721413023
914	0.2718887209
915	0.2716811231
916	0.2715408308
917	0.2713945754
918	0.2712216016
919	0.271017454
920	0.2708034763
921	0.2705582454
922	0.2703501779
923	0.2701847284
924	0.2700246627
925	0.2699208014
926	0.2697068335
927	0.269496948
928	0.2692146853
929	0.269041964
930	0.2688421712
931	0.2686407445
932	0.268468706
933	0.2683944291
934	0.2683062382
935	0.2680417145
936	0.2678951924
937	0.2677179422
938	0.2675651405
939	0.2674034605
940	0.2672945179
941	0.2670539426
942	0.2668928602
943	0.2666815652
944	0.266552092
945	0.2663662433
946	0.2662900783
947	0.2661716717
948	0.2659514127
949	0.2658146186
950	0.2655897331
951	0.2653820457
952	0.2652668787
953	0.2650957027
954	0.2649446476
955	0.2647961159
956	0.2646743544
957	0.2644426098
958	0.2643391731
959	0.2640847086
960	0.2639313937
961	0.2637417019
962	0.2636029681
963	0.263391647
964	0.2632314215
965	0.2628798031
966	0.2627729337
967	0.2626526333
968	0.2624367658
969	0.2622331833
970	0.2618290493
971	0.2616359764
972	0.2614784467
973	0.2612249858
974	0.261008438
975	0.2608528088
976	0.2606590145
977	0.2604874361
978	0.2603730342
979	0.2602053145
980	0.2598673261
981	0.2594661287
982	0.2592797856
983	0.2591408715
984	0.258962358
985	0.2588771761
986	0.258694553
987	0.2584508471
988	0.2582708618
989	0.2581956716
990	0.2580150924
991	0.2579436127
992	0.257770845
993	0.2575914994
994	0.25747842
995	0.2572764577
996	0.2570963047
997	0.2567745087
998	0.2565444896
999	0.2564965496
